date,gdp_growth,industrial_production,unemployment,payrolls,retail_sales,housing_starts,consumer_confidence,pmi_manufacturing,cpi_inflation,pce_inflation,fed_funds_rate,sp500_returns,term_spread,credit_spread,oil_price_change
2002-01-01,-0.876134,-0.972018,1.662409,-1.323380,-0.881994,-0.775143,0.787328,0.948145,2.048336,0.928477,0.146682,0.857019,1.831397,0.884853,2.068108
2002-02-01,-0.647171,-1.570564,1.658000,-0.737766,-1.233225,-0.830315,-1.306421,-1.553429,1.491470,1.181775,1.477732,0.362530,1.655781,0.671131,-0.352719
2002-03-01,-0.320862,-1.425763,0.928990,-0.261724,-1.009888,0.450545,-0.639062,-1.080894,1.441811,1.613219,1.345805,0.974033,0.990396,1.243275,-1.048191
2002-04-01,-0.652882,-0.933171,0.244926,-0.139746,-0.258034,-0.330565,-1.271255,-0.975481,0.296734,-0.061752,0.856508,-0.353861,-0.031903,-0.407162,-0.691471
2002-05-01,-0.348916,-0.162415,0.724523,-0.688533,-0.832337,-0.909472,-0.554878,-1.135484,0.054960,1.032965,1.922414,0.391390,1.220990,0.716204,-0.595864
2002-06-01,-0.353595,-0.833460,0.884147,-0.627398,-0.904162,-0.129139,-0.259353,-0.564140,0.627241,0.090684,0.310760,0.099452,0.755943,0.594663,0.033235
2002-07-01,-0.110584,0.042778,0.684634,-0.452326,-0.911281,-0.851361,0.022962,-0.163761,0.000132,0.147460,0.235253,-0.019317,0.205013,0.165149,-0.618478
2002-08-01,-0.632066,-0.484190,0.036709,-0.209055,0.290805,0.312532,-0.395995,0.231674,0.764368,0.574824,0.387533,0.228188,0.492018,0.671783,-0.051965
2002-09-01,-0.711647,-0.596142,1.026771,-0.349751,-1.373836,-1.687964,-0.906242,-1.761103,0.095914,-0.234517,-0.493264,-0.157030,0.564320,-0.289106,-2.232098
2002-10-01,-0.585634,-0.337138,-0.130873,-0.384577,-0.455530,-0.054608,-0.758110,-1.150585,0.874567,0.361820,0.429044,-0.447948,0.259859,-0.162056,-0.737254
2002-11-01,-0.094203,-1.063773,-0.165120,-0.016505,-0.843378,-0.970164,-0.598713,-1.217637,0.087872,-0.270431,-0.676774,0.056800,-0.730823,-0.346133,-0.843801
2002-12-01,-0.393608,-0.212381,0.555056,-1.021241,-0.763978,-1.194743,-0.190321,-0.933554,-1.129724,-0.788083,-1.384768,-1.658925,-0.360524,-1.277556,-1.413061
2003-01-01,-0.143796,-0.001982,0.679242,-0.023028,-0.617030,-0.818433,0.203301,-0.506004,0.529388,1.145035,0.819835,0.500155,1.446416,0.221415,0.203627
2003-02-01,-0.377287,-0.333415,0.792689,-0.186697,-0.255009,0.208154,-1.563823,-1.647130,-0.060911,-0.387954,1.349396,-0.741453,0.391832,-0.051358,-1.183190
2003-03-01,0.242252,0.168632,0.058121,-0.225310,0.128288,-0.115781,1.167261,0.675103,0.860301,0.843507,0.949919,0.678033,-0.066441,0.813724,0.371354
2003-04-01,-0.338737,-0.083979,0.845666,-0.302452,-0.016132,0.621166,0.362949,1.200831,0.885108,-0.009322,0.862377,0.716802,1.058053,0.969647,0.368535
2003-05-01,-1.085888,-0.964470,0.828720,-1.157210,-0.346109,0.228356,0.556978,-0.213927,1.455709,1.697858,0.685201,0.855401,1.008725,0.887055,1.113441
2003-06-01,-0.133657,-0.084212,0.157897,-0.460211,0.260919,-0.284828,1.807089,0.851616,0.651763,0.943755,-0.244269,-0.052578,-0.260593,1.317490,1.053681
2003-07-01,0.154587,-1.056074,1.361252,-0.372687,0.304949,0.275333,2.215917,1.833781,1.149100,1.209588,0.190577,0.675021,0.489239,1.109018,1.951983
2003-08-01,-1.054850,-1.087546,1.699283,-0.915530,-1.653674,-1.315896,0.530615,-0.205828,0.221804,0.244178,0.479401,0.398942,-0.458425,1.299253,1.774338
2003-09-01,-1.372010,-1.652176,1.294417,-1.770608,-1.153828,-0.830614,0.763780,-0.291942,-1.302083,-0.687207,-1.809366,-0.838030,-1.054443,-0.835372,-0.236256
2003-10-01,-1.918394,-2.302116,1.672403,-3.240173,-2.122191,-1.214129,-0.204822,-1.274230,-0.697285,-0.200940,-1.106502,-0.974825,-0.264522,0.107133,-0.410958
2003-11-01,-1.073290,-1.285250,0.583399,-1.080224,-0.956732,-0.670587,-0.963000,-0.178830,-0.848083,-0.641535,-1.022253,-2.092129,-0.341701,-0.363467,-0.652053
2003-12-01,-0.441289,-0.209539,-0.315746,-0.601643,-0.289297,-1.223728,-0.194336,-0.854260,-1.063887,-1.107709,-1.745176,-0.610441,-1.405772,-1.460045,-0.324721
2004-01-01,0.615961,0.057201,-0.576198,0.548862,0.318063,-0.083125,-0.125855,-0.240135,-1.804334,-2.045087,-2.679319,-1.109408,-1.226608,-2.643430,-0.830573
2004-02-01,0.432351,1.016579,-0.527040,0.053607,-0.003610,0.641632,-0.903106,-0.832825,-1.057480,-1.110014,-0.476625,-0.040407,-0.497629,-0.970426,-1.039713
2004-03-01,-0.972507,-0.181422,0.369935,-0.551902,0.726507,-0.382736,-0.803331,-0.692744,0.146260,-0.184876,-0.829606,-0.076156,-0.512499,0.537926,0.013174
2004-04-01,-0.487495,0.066993,0.292601,-0.027990,-0.219169,-0.681524,-0.984998,-0.317984,-0.104241,-0.077993,-0.275017,-0.081084,0.917950,-0.560490,-0.664769
2004-05-01,0.205572,-0.301380,0.323365,-0.661345,-0.133341,-0.252068,-0.515106,-0.381132,1.263622,0.500143,0.492555,-0.041052,0.191058,0.233094,-0.961737
2004-06-01,0.789994,1.153603,-1.220247,1.183741,1.186296,0.737968,-1.702445,-0.887332,1.134179,0.622556,0.500225,0.179121,1.141660,0.620930,-1.146682
2004-07-01,0.937085,0.925983,-1.468880,1.681308,0.829258,1.429803,0.620338,0.598416,-0.150436,0.238533,0.311325,-0.107116,0.311814,-0.522400,0.242896
2004-08-01,1.462617,1.703589,-1.542235,1.508275,1.743426,1.092552,1.212347,0.555809,-0.236568,0.557385,-0.359851,0.151881,0.073400,-0.027263,0.535629
2004-09-01,2.009968,1.981940,-1.124274,1.854618,1.778143,1.892099,2.715968,2.038654,0.211984,1.056939,0.648015,0.526079,0.867919,0.615274,1.572153
2004-10-01,1.290404,1.245172,-0.908144,0.985966,1.318559,0.845821,1.005857,1.086996,-0.450706,0.412842,-0.066845,0.824382,0.158348,0.890567,0.279250
2004-11-01,0.426289,0.506482,-0.584278,0.790421,-0.161969,-0.074904,0.128847,0.940367,0.594808,-0.047276,-0.035347,0.276056,0.409799,-0.375720,0.482302
2004-12-01,0.929515,0.709886,-0.386664,0.900539,-0.466337,0.870917,0.236197,-0.149507,0.780586,1.128349,0.573562,1.177072,1.194227,1.201763,1.133908
2005-01-01,1.871565,1.547593,-1.774683,1.339470,1.351479,2.325879,2.252883,2.396118,0.867627,0.698426,1.343117,1.311215,0.578562,0.641573,1.452338
2005-02-01,1.253561,1.428886,-1.550579,1.140460,0.814154,1.144682,0.416993,1.431149,-0.033984,-0.549812,0.059230,0.277480,0.151810,0.720822,-0.236049
2005-03-01,1.567289,1.461196,-1.188860,1.552732,1.172898,1.106901,0.947894,1.794767,-0.023787,0.778748,0.170500,0.419683,-0.569234,-0.634221,0.141989
2005-04-01,1.482830,1.578811,-2.010431,1.737927,1.112324,1.242139,1.093582,1.009454,-0.137666,-0.303336,-0.603385,0.153114,0.040330,-0.408132,0.008719
2005-05-01,0.400249,0.290032,-0.571821,0.397972,0.491974,-0.275635,1.072323,0.506598,-0.286307,0.067023,-0.090752,0.469490,-0.150343,-0.414531,0.535572
2005-06-01,-0.026704,0.429619,-0.460981,0.282726,0.161274,-0.764926,0.179506,0.452473,-0.901769,-1.220969,-0.229364,-0.909609,-0.463838,-0.547394,-0.155380
2005-07-01,0.991540,0.109605,-0.278236,0.871670,0.009877,0.692261,0.255185,0.509295,-1.109795,-1.104174,-0.603378,-0.333280,-1.742813,-0.373509,-0.713071
2005-08-01,0.663528,0.834660,-0.963590,0.263442,-0.282769,-0.152997,0.245145,0.692332,-1.062632,-0.851803,-1.512468,-1.082577,-2.058468,-1.645512,0.420693
2005-09-01,1.285310,0.338520,-0.878323,0.696546,0.836838,0.173690,1.240443,0.919979,-0.276847,0.031071,-0.158568,0.118928,-0.309041,-0.065774,0.671332
2005-10-01,-0.270262,0.370044,0.412120,-0.335563,0.017687,-0.569746,1.089661,0.686356,-0.883465,-0.539819,-1.461699,-0.994939,-1.322035,-0.502269,1.322132
2005-11-01,1.299813,0.685200,0.157294,-0.356036,0.463586,-0.041289,2.638272,2.603051,-0.083086,-0.587943,0.142899,0.593020,-0.121732,1.596647,2.415732
2005-12-01,0.069514,0.586870,0.179475,1.322639,0.513284,0.941654,2.461247,2.459505,2.021217,0.403499,0.798845,1.952210,1.069963,1.400495,2.779587
2006-01-01,0.923200,0.999843,-0.663768,1.050128,0.981704,1.018090,2.295492,2.662286,0.648061,0.011043,1.042064,1.043154,0.175517,0.743491,2.798146
2006-02-01,-0.424615,1.229698,0.390417,0.195691,0.249840,0.275021,1.221575,1.201386,0.504759,0.364662,0.123850,0.519060,0.087033,0.982128,1.283670
2006-03-01,-0.837259,0.142211,0.243777,-0.080959,0.009092,0.836728,0.045034,-0.562943,1.831000,1.220738,1.004916,0.915552,1.910198,1.846324,0.138132
2006-04-01,0.510494,0.427349,-0.564717,0.430007,0.536966,0.604143,-0.018373,-0.100475,0.396465,0.707596,0.415266,-0.262569,0.293735,-0.187283,-0.843227
2006-05-01,0.671693,0.440970,-0.972272,0.012067,0.708342,0.703939,-1.031126,-0.257982,0.680492,-0.274808,0.297392,-0.131070,0.130586,0.512694,-0.998907
2006-06-01,0.077472,-0.571326,-0.000911,-0.333968,0.132360,0.397704,-0.461779,-1.341283,-0.527014,0.733406,1.573786,0.821472,0.857114,0.183690,-0.616209
2006-07-01,-0.119466,0.307500,-0.095769,0.587428,1.234238,0.456761,-1.183015,-0.850887,-0.123803,0.312886,0.587653,-0.036487,0.759277,-0.045400,-0.503088
2006-08-01,1.176167,1.146605,-1.500587,1.277345,1.409109,0.905162,-1.594954,-1.102974,0.413965,0.609746,1.169579,1.022331,1.326417,0.632761,-1.212947
2006-09-01,1.169795,1.327430,-1.331060,1.315594,0.897527,0.095959,-0.308402,0.525477,0.818583,0.854071,1.292998,0.624428,0.713594,0.047134,-0.694191
2006-10-01,0.828096,1.001436,-0.659922,0.415410,0.584675,0.836664,-0.524699,-0.728902,0.113852,-0.103728,0.280704,0.361447,0.221124,0.960353,0.034768
2006-11-01,0.982598,1.144333,-1.467335,1.333711,0.726916,0.966104,-0.469146,-0.477181,-0.118943,-0.197287,-0.474603,-0.507395,0.208297,-0.937136,0.317396
2006-12-01,0.367899,0.884103,-0.739004,0.851996,0.357540,0.296771,0.947523,0.571137,-0.295317,-0.669681,-0.533835,-0.444336,-1.559097,-0.409460,1.726177
2007-01-01,1.011459,0.816655,-0.890524,0.773941,0.867742,-0.155715,1.597724,1.455163,-0.839489,-0.793366,-0.904803,0.003537,-0.804286,-0.905597,0.534330
2007-02-01,1.698931,2.215024,-2.205938,1.120864,1.622253,1.448176,0.464411,0.741217,-0.135255,0.601443,-0.312980,0.138045,0.118704,-0.744935,-0.169760
2007-03-01,1.637061,1.055992,-0.994968,0.575127,0.824936,0.944731,-0.210226,0.602414,1.025711,0.378083,1.135712,1.098310,1.362288,1.389439,-0.736609
2007-04-01,0.857243,0.602882,-1.160609,1.234576,1.485205,1.164250,-0.520501,-0.102569,0.840734,1.944656,0.730666,1.140705,2.081228,0.927659,-0.633666
2007-05-01,0.461501,0.664046,-0.585884,-0.086929,0.949157,-0.303755,-1.178434,-1.006365,-1.055755,-1.746028,-0.551576,-0.213363,-1.431311,-1.226938,-1.810389
2007-06-01,0.639141,0.642157,-1.031799,0.803148,1.032446,0.019216,0.457124,-0.227944,-1.978219,-1.229435,-0.615480,-0.855741,-1.485604,-1.340841,-0.797986
2007-07-01,-0.229855,-0.020831,0.011921,-0.520995,-0.478323,-0.893866,-0.194705,0.587969,-1.627938,-1.491701,-1.600748,-0.963247,-1.452777,-1.606954,0.251766
2007-08-01,0.944558,0.424629,-1.390808,0.969200,0.035174,0.349552,-0.006837,1.108597,-2.326474,-1.354501,-1.531890,-1.470346,-1.827225,-1.132225,0.352866
2007-09-01,0.560964,1.187204,-1.182026,1.092371,0.226517,-0.501608,0.172124,0.618504,-1.586667,-1.778347,-1.014853,-1.820229,-1.767047,-2.109813,0.413895
2007-10-01,0.639145,0.348203,-1.550666,0.531737,0.344667,0.089869,0.937586,0.082692,-1.518716,-1.120898,-2.206840,-0.965865,-1.787479,-1.477712,0.209208
2007-11-01,-0.015694,-0.028563,-0.213697,-0.260965,-0.416724,0.106861,0.163818,0.828443,-1.000460,-1.690386,-1.303730,-0.128956,-1.490383,-1.093015,0.576012
2007-12-01,1.411113,1.148850,-1.346481,1.694895,1.747347,1.042940,1.970331,1.631060,-1.696828,-0.981872,-0.981091,0.472518,-1.054738,-1.510217,1.890207
2008-01-01,-0.465910,-0.250082,0.304199,0.573040,1.023110,-0.228725,1.112061,1.241333,-0.835910,-1.149126,-0.440700,-0.471668,-1.030822,-0.458581,1.240390
2008-02-01,0.150737,-0.263911,-0.163501,-0.524605,-0.054312,-0.094345,0.756850,1.144981,-1.265437,-0.843035,-1.600921,-0.976595,-0.930502,-0.560040,0.276675
2008-03-01,-0.385789,-0.830608,0.205516,-0.029135,-0.230799,-0.448164,0.697659,0.556684,-1.525970,-0.834763,-1.050312,-0.615393,-1.466848,-1.901256,1.062217
2008-04-01,-0.250084,-0.341964,0.338997,-0.262742,0.228928,-0.176021,1.200583,0.312012,-0.796293,-1.007099,-1.362963,-0.635796,-1.968108,-0.701169,0.317032
2008-05-01,-0.275518,-0.401177,0.419704,-0.187185,0.746660,-0.277349,0.405400,0.555964,0.191163,-0.265412,-0.553418,0.208853,-0.175175,0.483008,1.632305
2008-06-01,-0.474170,-0.836318,0.356206,-0.348264,-0.775719,-0.961284,1.005292,0.705246,-0.544822,-0.743350,-0.739150,-0.664726,-0.301624,0.201309,0.088700
2008-07-01,-0.315370,-0.555706,-0.103149,-0.127363,-0.639162,-0.584191,0.306550,0.699663,-0.310037,-0.525568,-0.271389,-0.294516,-0.491133,0.635126,1.244041
2008-08-01,0.267624,0.962040,-0.323215,0.190286,0.942845,1.074440,0.552981,0.654377,-0.056859,-0.247475,-0.100961,0.279157,-0.277061,-0.805063,1.194884
2008-09-01,0.895747,0.423393,-0.383788,-0.150527,0.696784,0.514956,1.233023,1.643478,-0.492411,-0.044703,-0.748558,0.227604,-0.476133,0.043422,0.914836
2008-10-01,1.014537,1.231122,-0.832943,0.255336,1.801322,1.459499,1.362232,2.101642,0.292947,0.630132,0.560984,1.084736,0.031371,0.460118,1.292031
2008-11-01,0.550213,0.669800,-0.750071,0.907698,1.454502,0.509881,1.192506,1.310825,1.037775,0.883973,1.122005,1.397572,0.247422,1.345672,1.429468
2008-12-01,0.565713,0.727464,-0.329575,0.596895,1.251948,1.754675,0.557596,0.383874,0.762737,0.939074,0.574867,1.607610,0.054863,1.038478,0.488437
2009-01-01,1.722624,1.776889,-1.123359,0.808915,1.541079,0.750090,1.927444,1.948119,-0.547227,0.264395,-0.075640,0.810695,0.667663,-0.030340,2.058579
2009-02-01,0.309296,0.280021,0.102180,0.420482,0.601828,0.497792,1.557003,1.344141,-1.020160,-0.792221,0.598362,0.718958,-1.229103,-0.774970,1.731117
2009-03-01,0.984253,0.923300,-0.600443,0.613512,0.957098,0.623219,0.823633,1.550749,-0.210918,0.256020,1.331062,0.965344,-0.118230,0.850948,1.727375
2009-04-01,0.673923,0.738983,0.297086,0.043378,0.677493,-0.121356,1.284344,0.706080,-0.618368,-0.463015,0.031586,0.532964,-0.954847,-0.151376,0.550997
2009-05-01,-0.350873,-0.103617,0.026694,0.866819,0.225034,-0.591042,0.296556,0.857810,1.122175,-0.272795,-0.529161,1.244292,0.374692,-0.007387,0.792429
2009-06-01,-1.291290,-0.520671,0.730195,-0.204120,-0.867293,-0.455000,-0.022136,0.321650,-0.322728,-0.071471,-0.486345,0.308537,0.273010,0.031480,0.486802
2009-07-01,-1.247361,-0.909238,0.813903,0.165468,-1.280699,-0.242563,0.476012,0.061857,0.184006,-0.269295,-0.416580,-0.570144,-0.074841,0.137698,-0.052299
2009-08-01,-1.090391,-0.723067,0.294272,-0.693320,-0.265910,-0.970987,-0.337720,-0.369302,-0.362166,-1.453951,-0.898494,-0.683573,-0.175600,-0.832394,-1.098555
2009-09-01,-0.541531,-0.826021,-0.116929,-0.829016,-1.017385,-1.180942,-2.073908,-0.861639,-1.030307,-1.112209,-1.712059,-1.780864,-1.278723,-1.231563,-1.041227
2009-10-01,-1.228254,-0.889192,0.887113,-0.355105,-0.864021,-0.789965,-0.840099,-0.399242,-1.097131,-1.442579,-0.539238,-1.130110,-1.295400,-1.407670,-0.716834
2009-11-01,0.169156,0.091124,-0.001486,0.678737,0.366296,0.033216,-0.009534,-0.710325,-0.055411,0.558999,-0.147508,-0.636392,-0.371235,-0.721486,-0.788884
2009-12-01,-0.191289,-0.501018,-0.103048,0.319829,-0.565118,0.418702,-0.165344,0.067204,-1.025043,-0.319568,-1.012337,-0.289322,-0.553742,-0.447636,-1.017620
2010-01-01,-0.610467,-0.103625,-0.189188,-0.113534,-0.983075,-0.000068,-1.299612,-0.571938,-0.135532,-0.568277,0.027304,-0.484207,-0.462715,-0.905787,-1.706484
2010-02-01,0.210764,-0.523562,0.024335,-0.085813,0.368093,0.083362,-0.542698,-0.072510,0.970883,0.950986,1.070034,-0.148898,1.141552,0.952172,-0.779475
2010-03-01,0.210337,0.157746,-0.200787,0.310451,0.876906,0.907678,-0.890541,-0.056428,1.683425,1.275225,1.644592,1.754271,1.556343,1.063771,0.160438
2010-04-01,0.412300,0.269144,-0.349770,0.862574,0.047505,1.123279,0.058174,-0.585015,1.121237,0.149334,1.271603,1.199483,0.727184,0.892872,0.767589
2010-05-01,-0.252578,-0.564772,0.824598,0.532979,-0.064281,0.434803,0.563840,-0.252597,0.605973,1.266900,1.418751,0.855272,0.361291,1.638414,-0.035497
2010-06-01,0.933402,0.951951,0.079741,1.095599,1.333864,1.253308,1.742473,1.924174,0.584996,1.416440,1.497153,1.447940,1.483413,1.599947,2.520674
2010-07-01,0.921940,0.039957,0.075389,0.116563,0.385641,0.650652,0.865026,0.670394,2.020588,1.945678,1.176808,2.197757,1.246709,1.890563,1.729776
2010-08-01,1.351994,1.424284,-1.362808,1.176288,1.281951,0.986079,0.600150,0.244044,0.752679,0.831715,0.987308,1.153950,0.938185,1.145467,0.831835
2010-09-01,0.365123,0.224819,-1.144444,0.443041,0.288371,0.008754,-0.612957,-0.165195,-0.652138,-0.375308,-0.641243,-0.610830,-0.894235,-0.653723,-0.795838
2010-10-01,0.272651,-0.505695,-0.281460,0.201749,0.079056,1.117080,0.120427,-0.368740,-0.438689,-0.994720,-0.294358,-0.650332,0.040090,-0.572908,-0.175523
2010-11-01,0.903516,1.654454,-1.203524,1.769398,1.378574,1.240298,0.254818,0.444891,-0.259209,0.418129,1.085970,0.677125,0.050462,0.419440,0.618557
2010-12-01,0.663948,0.199208,0.011180,0.108633,-0.469621,-0.042058,-0.245158,-0.806525,0.514384,0.501075,1.575689,1.025614,1.603169,0.313284,-0.737216
2011-01-01,0.812122,1.688414,-1.628920,1.296736,0.845138,1.147605,-0.640074,-0.290509,1.221963,1.172848,2.000586,0.825359,1.616695,1.716901,-0.699749
2011-02-01,-0.039344,-0.079792,0.509660,0.089101,0.054230,0.703512,-0.900642,-0.136002,2.090804,1.714782,1.500009,0.971192,2.047368,2.162550,-0.514163
2011-03-01,0.812362,-0.076035,-0.937649,0.641160,0.236833,0.273328,-0.771975,-0.227581,0.429014,-0.340815,-0.144347,0.132657,0.818932,-0.909479,-0.876719
2011-04-01,0.347063,0.950306,-0.715040,0.647119,0.505612,-0.386530,-0.275584,-0.332939,0.656165,1.991632,-0.196715,1.096726,0.468032,0.426906,-0.698670
2011-05-01,0.569519,0.543180,-0.764846,0.166027,0.882283,0.385510,-0.809024,-0.373509,0.240693,-0.379960,0.216310,-0.443268,0.248289,0.023966,0.163375
2011-06-01,0.731017,0.972731,-0.697767,1.230303,0.453985,1.014825,0.219778,0.378865,0.336201,0.438618,0.411186,0.618458,0.983328,0.766357,0.497874
2011-07-01,-0.086872,-0.230068,0.300974,0.363814,0.572520,-0.439582,0.542213,-0.040657,-0.872752,-0.213709,-0.838513,-0.042932,-0.778316,-0.324128,-0.004152
2011-08-01,0.357698,-0.673609,-0.292217,-0.357226,0.753564,0.334164,1.517902,1.835172,-1.214394,-0.031071,-0.412516,-0.255871,-0.424309,-0.955407,0.773265
2011-09-01,0.155300,0.092898,-0.494602,0.690052,0.252172,0.381132,0.773793,0.258452,0.323316,-0.470310,0.144698,-0.067153,0.908236,0.812080,1.000390
2011-10-01,1.878016,1.032187,-0.914862,1.363646,1.651027,2.038620,1.363118,1.324947,0.878911,1.112579,1.508533,1.895514,0.992769,2.606548,1.610251
2011-11-01,2.151238,1.786812,-1.498959,1.336780,2.105514,2.038106,1.424197,2.153794,1.774951,1.036515,1.450080,2.258814,2.412994,2.166594,1.119708
2011-12-01,1.354638,0.443198,-0.185564,0.717976,1.316352,1.824841,1.333903,1.300710,1.681961,2.237311,1.074468,1.007998,1.454714,2.244682,2.393702
2012-01-01,-0.567160,-0.627665,0.881270,-1.204656,-0.597787,-0.251122,-0.344642,-0.721374,0.410153,-0.541001,0.114077,0.255808,-0.002242,0.317241,-0.165498
2012-02-01,-0.405503,-0.390590,0.298771,-0.567892,0.021509,-0.129432,0.295740,0.499251,1.216125,0.130776,1.196074,0.639018,0.904129,1.497291,0.169517
2012-03-01,-0.575447,-0.642437,0.377692,0.126678,-0.603139,-0.275128,-0.355695,-0.905009,1.577373,1.771947,1.405939,1.057405,1.366729,0.771541,0.074257
2012-04-01,-0.700772,-1.429446,1.643202,-1.179826,-1.676776,-0.215158,-0.414079,-0.035215,0.930396,1.871785,1.216784,0.715834,1.089159,0.925998,0.576050
2012-05-01,-1.228464,-1.957439,0.828492,-1.369932,-1.206546,-1.274441,-0.201978,-1.547481,-0.380027,-1.055187,-0.194028,-0.880743,-0.289561,-0.821655,0.146072
2012-06-01,-1.432888,-1.653727,1.846149,-1.647178,-2.032509,-1.237814,0.037969,-0.422839,-0.195226,0.269327,-0.716254,-0.283456,0.112835,-0.789086,-0.619165
2012-07-01,-2.332641,-2.374381,1.720883,-2.112010,-2.193215,-2.155256,-1.765778,-1.292254,0.253037,-0.516310,-0.831124,-1.068099,-0.587864,-0.577168,-0.639105
2012-08-01,-2.620354,-1.645283,2.009929,-2.223126,-2.068278,-1.738291,-2.379385,-1.299173,0.312656,0.480411,0.508630,-1.240439,0.428083,-0.088337,-0.786458
2012-09-01,-2.231951,-1.613062,1.181396,-1.379596,-1.442015,-1.683595,-1.978658,-1.819336,-0.460786,0.264739,-0.281263,-2.279432,-0.204021,-0.805066,-2.070376
2012-10-01,-1.900703,-1.429157,1.697029,-1.314158,-1.881594,-1.255842,-1.870496,-2.019228,-1.223283,-1.343426,-0.850551,-1.375542,-0.677450,-1.093801,-1.884781
