date,gdp_observed,gdp_nowcast
2012-05-01,,-1.2265006838556847
2012-06-01,-1.432888,-1.6053492756579537
2012-07-01,,-1.6120259109311843
2012-08-01,,-1.6619498305208258
2012-09-01,-2.231951,-1.7564525359681915
2012-10-01,,-1.8517257813030898
2012-11-01,,-1.9966392534452253
2012-12-01,-2.338922,-2.1950578835358314
2013-01-01,,-2.494025692887316
2013-02-01,,-2.859764261449955
2013-03-01,-3.48107,-3.3020280610633463
2013-04-01,,-2.5252897960478036
2013-05-01,,-1.8161561230411638
2013-06-01,-0.748494,-1.1557140122499363
2013-07-01,,-0.9863239649170273
2013-08-01,,-0.8434933474137472
2013-09-01,-0.612256,-0.723412779608972
2013-10-01,,-0.6374442098494446
2013-11-01,,-0.5687302329711567
2013-12-01,-0.714024,-0.5154382050856603
2014-01-01,,-0.430284303433032
2014-02-01,,-0.356859912958135
2014-03-01,-0.813204,-0.2932067601541806
2014-04-01,,-0.3278229473861687
2014-05-01,,-0.3714359386161832
2014-06-01,-0.186536,-0.4252089190572729
2014-07-01,,-0.7626724001102126
2014-08-01,,-1.12073038664979
2014-09-01,-1.801809,-1.5089325046844668
2014-10-01,,-1.5471843572015325
2014-11-01,,-1.6269541300459238
2014-12-01,-2.086704,-1.75036933196226
2015-01-01,,-1.1265494177284805
2015-02-01,,-0.5330288321160261
2015-03-01,-0.420977,0.04602198275118685
2015-04-01,,0.1566894684659218
2015-05-01,,0.2712823933437467
2015-06-01,0.193471,0.39285702094234637
2015-07-01,,0.6293863049924869
2015-08-01,,0.8824481426226807
2015-09-01,1.167481,1.1587918481820862
2015-10-01,,1.068766636225011
2015-11-01,,1.0069925206440757
2015-12-01,0.803253,0.9718219479061158
2016-01-01,,0.8626107523646355
2016-02-01,,0.7761523493928728
2016-03-01,0.660648,0.7101408403802465
2016-04-01,,0.8615460190191091
2016-05-01,,1.03567559313663
2016-06-01,1.195898,1.2371737052246594
2016-07-01,,0.9666659950094796
2016-08-01,,0.7216862944764233
2016-09-01,0.267985,0.4957008448274662
2016-10-01,,0.5200251572991534
2016-11-01,,0.5579652944980602
2016-12-01,1.064777,0.6105331431424823
2017-01-01,,0.9078606491040612
2017-02-01,,1.2291477901218477
2017-03-01,1.165221,1.5829634912118715
2017-04-01,,1.5318219807100486
2017-05-01,,1.5212815364978658
2017-06-01,1.392649,1.5510610384663637
2017-07-01,,0.9274211078789718
2017-08-01,,0.3282625017748539
2017-09-01,0.132063,-0.26239470718497504
2017-10-01,,-0.346607238546515
2017-11-01,,-0.4403175624670376
2017-12-01,-0.34131,-0.546024990734618
2018-01-01,,-0.35079473710115905
2018-02-01,,-0.165173959180281
2018-03-01,-0.094497,0.015787962969985334
2018-04-01,,0.15182758477469283
2018-05-01,,0.2916629763238673
2018-06-01,0.555926,0.4390236332362131
2018-07-01,,0.3397970408430436
2018-08-01,,0.2493794788223605
2018-09-01,0.467734,0.16535945536458524
2018-10-01,,0.12962113251826418
2018-11-01,,0.09708631972106525
2018-12-01,0.463574,0.06688729357021998
2019-01-01,,-0.350889851811357
2019-02-01,,-0.7782790096731463
2019-03-01,-1.580081,-1.226678910866248
2019-04-01,,-0.9820833512200707
2019-05-01,,-0.7639341216365159
2019-06-01,-0.325397,-0.5664130484262034
2019-07-01,,-0.5195995354287776
2019-08-01,,-0.4868976256011133
2019-09-01,-0.102129,-0.4674351389602007
2019-10-01,,-0.7257363509078779
2019-11-01,,-1.003646961266321
2019-12-01,-1.42502,-1.3085790163868918
2020-01-01,,-1.0375046634816392
2020-02-01,,-0.794354761013061
2020-03-01,-0.722635,-0.572644352019271
2020-04-01,,-0.5176067221162366
2020-05-01,,-0.4766275458302243
2020-06-01,-0.427534,-0.44861388340740155
2020-07-01,,-0.4149850435238975
2020-08-01,,-0.39267767417713684
2020-09-01,-0.483695,-0.38109682415110835
2020-10-01,,-0.644389214285343
2020-11-01,,-0.9251214248267581
2020-12-01,-1.413626,-1.230780755933376
2021-01-01,,-0.6558106141037735
2021-02-01,,-0.09858490841639739
2021-03-01,-0.128227,0.4557579123066576
2021-04-01,,0.6460886820812727
2021-05-01,,0.8533974680722911
2021-06-01,1.691285,1.0832133226927465
2021-07-01,,0.858041790518698
2021-08-01,,0.6555011939009341
2021-09-01,0.528799,0.4701896509601445
2021-10-01,,0.5767208329947713
2021-11-01,,0.6983799481847041
2021-12-01,0.78158,0.8384117197151798
2022-01-01,,0.7938422047187981
2022-02-01,,0.7701913829678609
2022-03-01,1.306038,0.7668284725471345
2022-04-01,,0.3092501235052095
2022-05-01,,-0.14033390017641723
2022-06-01,-0.781723,-0.5939142800268236
2022-07-01,,-0.5202468399599461
2022-08-01,,-0.4607082670715067
2022-09-01,-0.517986,-0.4137106311224478
2022-10-01,,0.20982822379236837
2022-11-01,,0.8387097610515456
2022-12-01,1.571569,1.489706636789617
2023-01-01,,1.2136112350364066
2023-02-01,,0.9696300239066196
2023-03-01,0.918409,0.7512558749267406
2023-04-01,,0.44236137760297184
2023-05-01,,0.14501136439014445
2023-06-01,-0.179353,-0.14872467185455576
2023-07-01,,-0.225409172607034
2023-08-01,,-0.3083590391994136
2023-09-01,-0.33181,-0.39978659542612943
2023-10-01,,-0.5774400461678764
2023-11-01,,-0.7707477419599226
2023-12-01,-1.013281,-0.9848653175563258
