date,observed,level,slope,seasonal,intervention,irregular
1971-09-01,7.389563953677635,7.38957834026895,0.0,0.0,0.0,-1.4386591314696773e-05
1971-10-01,7.596894438144544,7.596890921720073,0.0,0.0,0.0,3.5164244707175385e-06
1971-11-01,7.711101251840158,7.711096238845335,0.0,0.0,0.0,5.012994822806149e-06
1971-12-01,7.692569648067906,7.692568366939956,0.0,0.0,0.0,1.2811279495039685e-06
1972-01-01,7.640123172695364,7.640119016089255,0.0,0.0,0.0,4.156606109084748e-06
1972-02-01,7.477604243197589,7.477611784901062,0.0,0.0,0.0,-7.541703473279426e-06
1972-03-01,7.51479976048867,7.51479244248806,0.0,0.0,0.0,7.318000609934927e-06
1972-04-01,7.358193752733032,7.358208376081566,0.0,0.0,0.0,-1.4623348533859826e-05
1972-05-01,7.588829878307813,7.58881874207352,0.0,0.0,0.0,1.1136234292941083e-05
1972-06-01,7.52456122628536,7.524565868910148,0.0,0.0,0.0,-4.6426247886088845e-06
1972-07-01,7.583247524303362,7.583239592618589,0.0,0.0,0.0,7.931684772977121e-06
1972-08-01,7.4318919168078,7.43189957177681,0.0,0.0,0.0,-7.654969010673085e-06
1972-09-01,7.48324441607385,7.483246464574125,0.0,0.0,0.0,-2.048500275186882e-06
1972-10-01,7.588829878307813,7.588833184844068,0.0,0.0,0.0,-3.3065362554651756e-06
1972-11-01,7.781973234434385,7.781969786419963,0.0,0.0,0.0,3.448014421536527e-06
1972-12-01,7.8838232148921525,7.883810472842763,0.0,0.0,0.0,1.2742049389835586e-05
1973-01-01,7.64826303090192,7.648269432385563,0.0,0.0,0.0,-6.401483642726191e-06
1973-02-01,7.5822291942764615,7.5822257419978225,0.0,0.0,0.0,3.452278638960138e-06
1973-03-01,7.424761761823209,7.424773229289193,0.0,0.0,0.0,-1.1467465983905356e-05
1973-04-01,7.57095858316901,7.570954249773242,0.0,0.0,0.0,4.333395768441051e-06
1973-05-01,7.602401335665818,7.602396384631401,0.0,0.0,0.0,4.951034417111089e-06
1973-06-01,7.502738210754851,7.502745907129463,0.0,0.0,0.0,-7.696374612287116e-06
1973-07-01,7.60688453121963,7.606878673443145,0.0,0.0,0.0,5.8577764852074665e-06
1973-08-01,7.555905093611346,7.555910271499596,0.0,0.0,0.0,-5.177888249718876e-06
1973-09-01,7.642044402873258,7.642041077526037,0.0,0.0,0.0,3.3253472206951074e-06
1973-10-01,7.640123172695364,7.640123928823551,0.0,0.0,0.0,-7.561281876178327e-07
1973-11-01,7.658227526161352,7.658227408353234,0.0,0.0,0.0,1.1780811792760915e-07
1973-12-01,7.673223121121708,7.673211585396327,0.0,0.0,0.0,1.1535725381150996e-05
1974-01-01,7.382746449738912,7.382754869007464,0.0,0.0,0.0,-8.41926855166264e-06
1974-02-01,7.315218389752975,7.315222054118364,0.0,0.0,0.0,-3.6643653897883155e-06
1974-03-01,7.344719054149673,7.344713656973721,0.0,0.0,0.0,5.3971759514936934e-06
1974-04-01,7.231287004327616,7.2312997909363546,0.0,0.0,0.0,-1.2786608738935001e-05
1974-05-01,7.456454555176209,7.456447486326592,0.0,0.0,0.0,7.068849616764794e-06
1974-06-01,7.494430215031565,7.494427433610353,0.0,0.0,0.0,2.781421212461055e-06
1974-07-01,7.45876269238096,7.4587614026760996,0.0,0.0,0.0,1.2897048602411587e-06
1974-08-01,7.388946097618437,7.3889467948880405,0.0,0.0,0.0,-6.97269603833206e-07
1974-09-01,7.337587743538596,7.337594368177674,0.0,0.0,0.0,-6.624639078189887e-06
1974-10-01,7.461640392208575,7.461647961630133,0.0,0.0,0.0,-7.569421557995781e-06
1974-11-01,7.786136437783072,7.786123358408856,0.0,0.0,0.0,1.3079374215685391e-05
1974-12-01,7.764296006450518,7.764285401315872,0.0,0.0,0.0,1.0605134646013425e-05
1975-01-01,7.461640392208575,7.461646567443998,0.0,0.0,0.0,-6.175235422567482e-06
1975-02-01,7.322510433997394,7.322514523329281,0.0,0.0,0.0,-4.089331887335845e-06
1975-03-01,7.291656209174461,7.291659084644265,0.0,0.0,0.0,-2.8754698044863858e-06
1975-04-01,7.336936913707618,7.336939826155589,0.0,0.0,0.0,-2.912447971681331e-06
1975-05-01,7.459338895220296,7.459335849216282,0.0,0.0,0.0,3.046004014350956e-06
1975-06-01,7.501082124259871,7.501080317490423,0.0,0.0,0.0,1.8067694478318685e-06
1975-07-01,7.4949862339505335,7.494985464356745,0.0,0.0,0.0,7.695937886964543e-07
1975-08-01,7.468513271496337,7.468513443200571,0.0,0.0,0.0,-1.717042339421937e-07
1975-09-01,7.446585099157725,7.4465877763412225,0.0,0.0,0.0,-2.6771834971128783e-06
1975-10-01,7.495541943884256,7.495548099941183,0.0,0.0,0.0,-6.156056926442943e-06
1975-11-01,7.707512194600341,7.707507408491193,0.0,0.0,0.0,4.786109147225659e-06
1975-12-01,7.792761720816526,7.792740966748049,0.0,0.0,0.0,2.0754068477124576e-05
1976-01-01,7.328437352895162,7.3284519758135795,0.0,0.0,0.0,-1.4622918417472874e-05
1976-02-01,7.251344983372214,7.251346028718534,0.0,0.0,0.0,-1.0453463197279689e-06
1976-03-01,7.201916317531627,7.2019185763478,0.0,0.0,0.0,-2.2588161723291478e-06
1976-04-01,7.212294468500341,7.212299658503318,0.0,0.0,0.0,-5.190002977606412e-06
1976-05-01,7.360103972989152,7.360100720258,0.0,0.0,0.0,3.252731151981436e-06
1976-06-01,7.421775793644647,7.421776542678569,0.0,0.0,0.0,-7.490339219984321e-07
1976-07-01,7.503289630675082,7.503285152616229,0.0,0.0,0.0,4.4780588526194265e-06
1976-08-01,7.466227556215481,7.466224513402201,0.0,0.0,0.0,3.042813279563461e-06
1976-09-01,7.348587530927593,7.348596803125834,0.0,0.0,0.0,-9.272198241205842e-06
1976-10-01,7.476472381163905,7.476476715600239,0.0,0.0,0.0,-4.334436334296754e-06
1976-11-01,7.719129840906732,7.719123065621779,0.0,0.0,0.0,6.775284953519645e-06
1976-12-01,7.7823903355874595,7.782374620676582,0.0,0.0,0.0,1.5714910877484556e-05
1977-01-01,7.429520842786462,7.429529548924855,0.0,0.0,0.0,-8.706138393321794e-06
1977-02-01,7.307202314764738,7.307204067531108,0.0,0.0,0.0,-1.7527663702665564e-06
1977-03-01,7.231287004327616,7.231288023633616,0.0,0.0,0.0,-1.0193060004937138e-06
1977-04-01,7.182352111885263,7.182360983488432,0.0,0.0,0.0,-8.871603169424702e-06
1977-05-01,7.368339686311381,7.368334680742252,0.0,0.0,0.0,5.0055691289685456e-06
1977-06-01,7.421775793644647,7.421771805180903,0.0,0.0,0.0,3.9884637441645054e-06
1977-07-01,7.369600720526409,7.369603093030751,0.0,0.0,0.0,-2.372504341430215e-06
1977-08-01,7.38025578842646,7.380253130615931,0.0,0.0,0.0,2.6578105289942755e-06
1977-09-01,7.32052696227274,7.320530131756865,0.0,0.0,0.0,-3.1694841249318984e-06
1977-10-01,7.344719054149673,7.34472817219658,0.0,0.0,0.0,-9.118046906841926e-06
1977-11-01,7.610357618312838,7.610352243672445,0.0,0.0,0.0,5.374640393185359e-06
1977-12-01,7.7336835707759,7.733667538767154,0.0,0.0,0.0,1.6032008746336146e-05
1978-01-01,7.432483807917119,7.432490145862748,0.0,0.0,0.0,-6.337945628764885e-06
1978-02-01,7.2991214627108,7.2991277547459905,0.0,0.0,0.0,-6.292035190647027e-06
1978-03-01,7.332369205929062,7.3323647569526,0.0,0.0,0.0,4.448976461901566e-06
1978-04-01,7.247792581767846,7.247802548406587,0.0,0.0,0.0,-9.966638740976919e-06
1978-05-01,7.427144133408616,7.427135235176234,0.0,0.0,0.0,8.898232382037463e-06
1978-06-01,7.370860166536716,7.370862100985996,0.0,0.0,0.0,-1.9344492798722968e-06
1978-07-01,7.365812837209472,7.365808972213772,0.0,0.0,0.0,3.864995700375573e-06
1978-08-01,7.258412150595307,7.258419171865129,0.0,0.0,0.0,-7.021269822438114e-06
1978-09-01,7.336936913707618,7.336937310289069,0.0,0.0,0.0,-3.965814512341126e-07
1978-10-01,7.425953657077541,7.425956062135228,0.0,0.0,0.0,-2.4050576872269858e-06
1978-11-01,7.578656850594762,7.578655505449714,0.0,0.0,0.0,1.3451450486812178e-06
1978-12-01,7.695757990554761,7.695738436412193,0.0,0.0,0.0,1.9554142568267707e-05
1979-01-01,7.29505641646263,7.295070243867686,0.0,0.0,0.0,-1.3827405055621966e-05
1979-02-01,7.260522598089852,7.260521633302537,0.0,0.0,0.0,9.64787314927662e-07
1979-03-01,7.200424892944957,7.200427555088502,0.0,0.0,0.0,-2.662143544718276e-06
1979-04-01,7.21081845347222,7.210821242139638,0.0,0.0,0.0,-2.788667417874535e-06
1979-05-01,7.29505641646263,7.295052771155073,0.0,0.0,0.0,3.645307557142985e-06
1979-06-01,7.282761179605593,7.282764492334099,0.0,0.0,0.0,-3.3127285057332756e-06
1979-07-01,7.358193752733032,7.358190052145231,0.0,0.0,0.0,3.700587801525046e-06
1979-08-01,7.335633981927201,7.3356321036080905,0.0,0.0,0.0,1.878319110915072e-06
1979-09-01,7.2633296174768365,7.26334035432951,0.0,0.0,0.0,-1.0736852673609576e-05
1979-10-01,7.475339236566737,7.475337088456523,0.0,0.0,0.0,2.1481102141507336e-06
1979-11-01,7.630461261783627,7.630456540799889,0.0,0.0,0.0,4.7209837381601005e-06
1979-12-01,7.660585461703256,7.660574621891282,0.0,0.0,0.0,1.0839811974250324e-05
1980-01-01,7.403670290012373,7.403678081471907,0.0,0.0,0.0,-7.791459533557088e-06
1980-02-01,7.353081920515432,7.353082426549715,0.0,0.0,0.0,-5.06034282921064e-07
1980-03-01,7.315883504509785,7.315885457762076,0.0,0.0,0.0,-1.9532522905763017e-06
1980-04-01,7.330405211844402,7.33040635717624,0.0,0.0,0.0,-1.1453318373710886e-06
1980-05-01,7.3752557780097545,7.375253150130096,0.0,0.0,0.0,2.62787965876754e-06
1980-06-01,7.350516171833998,7.350519410921628,0.0,0.0,0.0,-3.2390876292254234e-06
1980-07-01,7.411556287811163,7.411549660261838,0.0,0.0,0.0,6.627549325344262e-06
1980-08-01,7.297091005160418,7.297096832426614,0.0,0.0,0.0,-5.827266195801428e-06
1980-09-01,7.336936913707618,7.336937326786824,0.0,0.0,0.0,-4.130792063961053e-07
1980-10-01,7.38770923908104,7.387715259211406,0.0,0.0,0.0,-6.020130365769205e-06
1980-11-01,7.597897950521784,7.597893137175044,0.0,0.0,0.0,4.813346739851454e-06
1980-12-01,7.680637427560936,7.680624072682121,0.0,0.0,0.0,1.335487881526376e-05
1981-01-01,7.409741954080923,7.409746892341042,0.0,0.0,0.0,-4.9382601190473e-06
1981-02-01,7.269616749608169,7.269624088772054,0.0,0.0,0.0,-7.33916388462319e-06
1981-03-01,7.323830566202317,7.32382636662932,0.0,0.0,0.0,4.199572996910206e-06
1981-04-01,7.266827347520591,7.266833094492415,0.0,0.0,0.0,-5.746971823761271e-06
1981-05-01,7.362010551259734,7.362007124408575,0.0,0.0,0.0,3.4268511583945838e-06
1981-06-01,7.366445148327599,7.3664455963216255,0.0,0.0,0.0,-4.479940267643201e-07
1981-07-01,7.382746449738912,7.382745974720937,0.0,0.0,0.0,4.7501797517668365e-07
1981-08-01,7.3864708488298945,7.386468911305436,0.0,0.0,0.0,1.9375244582064965e-06
1981-09-01,7.338888133838879,7.3388904184634685,0.0,0.0,0.0,-2.2846245890661976e-06
1981-10-01,7.351799869057777,7.351803810846969,0.0,0.0,0.0,-3.9417891928295035e-06
1981-11-01,7.469083884921234,7.4690871993125105,0.0,0.0,0.0,-3.3143912760991157e-06
1981-12-01,7.674152921281675,7.674128452955785,0.0,0.0,0.0,2.4468325889870357e-05
1982-01-01,7.231287004327616,7.23130170751171,0.0,0.0,0.0,-1.4703184094244648e-05
1982-02-01,7.177782416195197,7.177783266284944,0.0,0.0,0.0,-8.500897470398172e-07
1982-03-01,7.146772179452637,7.146773350828401,0.0,0.0,0.0,-1.171375763497906e-06
1982-04-01,7.146772179452637,7.146778915346346,0.0,0.0,0.0,-6.735893708587071e-06
1982-05-01,7.325148957955575,7.325136280412497,0.0,0.0,0.0,1.2677543077543874e-05
1982-06-01,7.167809184316444,7.167819905303448,0.0,0.0,0.0,-1.0720987003942639e-05
1982-07-01,7.294377299288821,7.294371925181203,0.0,0.0,0.0,5.374107618472124e-06
1982-08-01,7.278628942320682,7.278629275394202,0.0,0.0,0.0,-3.3307351987588163e-07
1982-09-01,7.271703706887368,7.271705687292875,0.0,0.0,0.0,-1.9804055071404036e-06
1982-10-01,7.317212408359839,7.317218925433453,0.0,0.0,0.0,-6.517073614098479e-06
1982-11-01,7.5352967024440884,7.535290084409434,0.0,0.0,0.0,6.61803465451527e-06
1982-12-01,7.578145472419466,7.578130093988398,0.0,0.0,0.0,1.5378431068135967e-05
1983-01-01,7.213768308118642,7.213782729552493,0.0,0.0,0.0,-1.4421433851552479e-05
1983-02-01,7.231287004327616,7.2312835363066315,0.0,0.0,0.0,3.468020984165321e-06
1983-03-01,7.1569563646156364,7.1569586977088315,0.0,0.0,0.0,-2.3330931950837908e-06
1983-04-01,7.144407180321139,7.144409087476929,0.0,0.0,0.0,-1.9071557906258363e-06
1983-05-01,7.182352111885263,7.182356810470809,0.0,0.0,0.0,-4.6985855464143356e-06
1983-06-01,7.344719054149673,7.34471284934944,0.0,0.0,0.0,6.204800232723073e-06
1983-07-01,7.3427791893318455,7.342779286676804,0.0,0.0,0.0,-9.734495876045912e-08
1983-08-01,7.343426229147367,7.343423206575081,0.0,0.0,0.0,3.022572285793501e-06
1983-09-01,7.2640301428995295,7.264035992846459,0.0,0.0,0.0,-5.849946929536998e-06
1983-10-01,7.3395376954076745,7.339542637796429,0.0,0.0,0.0,-4.942388754258786e-06
1983-11-01,7.545918151209323,7.545912976786092,0.0,0.0,0.0,5.174423230336345e-06
1983-12-01,7.615298339825815,7.615275853965178,0.0,0.0,0.0,2.2485860636578536e-05
1984-01-01,7.089243155027514,7.08926209590252,0.0,0.0,0.0,-1.8940875006201452e-05
1984-02-01,7.064759027791802,7.06476147146262,0.0,0.0,0.0,-2.4436708176978073e-06
1984-03-01,7.1049654482698426,7.104963930101621,0.0,0.0,0.0,1.5181682213594172e-06
1984-04-01,7.1049654482698426,7.104968599470722,0.0,0.0,0.0,-3.1512008797918156e-06
1984-05-01,7.188412736496954,7.188410207596137,0.0,0.0,0.0,2.5289008167561633e-06
1984-06-01,7.204892510204673,7.204892027807734,0.0,0.0,0.0,4.823969392830918e-07
1984-07-01,7.208600337960199,7.208601027282222,0.0,0.0,0.0,-6.893220225734353e-07
1984-08-01,7.2305631534092925,7.230561773185932,0.0,0.0,0.0,1.3802233604920389e-06
1984-09-01,7.215975002651466,7.21597720941266,0.0,0.0,0.0,-2.206761194223361e-06
1984-10-01,7.259819610363186,7.259822877680625,0.0,0.0,0.0,-3.267317438826467e-06
1984-11-01,7.3901814282264295,7.390179998396471,0.0,0.0,0.0,1.4298299584325491e-06
1984-12-01,7.482681828154651,7.482678334727841,0.0,0.0,0.0,3.4934268100528243e-06
